DESC (0)|NTACODE (1)|NTANAME (2)|***HOUSING OCCUPANCY (3)|TOTAL HOUSING UNITS (4)|   OCCUPIED HOUSING UNITS (5)|   VACANT HOUSING UNITS (6)|***UNITS IN STRUCTURE (7)|TOTAL HOUSING UNITS (8)|   1-UNIT, DETACHED (9)|   1-UNIT, ATTACHED (10)|   2 UNITS (11)|   3 OR 4 UNITS (12)|   5 TO 9 UNITS (13)|   10 TO 19 UNITS (14)|   20 OR MORE UNITS (15)|   MOBILE HOME (16)|   BOAT, RV, VAN, ETC. (17)|***YEAR STRUCTURE BUILT (18)|TOTAL HOUSING UNITS (19)|   BUILT 2010 OR LATER (20)|   BUILT 2000 TO 2009 (21)|   BUILT 1990 TO 1999 (22)|   BUILT 1980 TO 1989 (23)|   BUILT 1970 TO 1979 (24)|   BUILT 1960 TO 1969 (25)|   BUILT 1950 TO 1959 (26)|   BUILT 1940 TO 1949 (27)|   BUILT 1939 OR EARLIER (28)|***ROOMS (29)|TOTAL HOUSING UNITS (30)|   1 ROOM (31)|   2 ROOMS (32)|   3 ROOMS (33)|   4 ROOMS (34)|   5 ROOMS (35)|   6 ROOMS (36)|   7 ROOMS (37)|   8 ROOMS (38)|   9 ROOMS OR MORE (39)|***BEDROOMS (40)|TOTAL HOUSING UNITS (41)|   NO BEDROOM (42)|   1 BEDROOM (43)|   2 BEDROOMS (44)|   3 BEDROOMS (45)|   4 BEDROOMS (46)|   5 OR MORE BEDROOMS (47)|***HOUSING TENURE (48)|OCCUPIED HOUSING UNITS (49)|   OWNER-OCCUPIED (50)|   RENTER-OCCUPIED (51)|***YEAR HOUSEHOLDER MOVED INTO UNIT (52)|OCCUPIED HOUSING UNITS (53)|   MOVED IN 2010 OR LATER (54)|   MOVED IN 2000 TO 2009 (55)|   MOVED IN 1990 TO 1999 (56)|   MOVED IN 1980 TO 1989 (57)|   MOVED IN 1970 TO 1979 (58)|   MOVED IN 1969 OR EARLIER (59)|***VEHICLES AVAILABLE (60)|OCCUPIED HOUSING UNITS (61)|   NO VEHICLES AVAILABLE (62)|   1 VEHICLE AVAILABLE (63)|   2 VEHICLES AVAILABLE (64)|   3 OR MORE VEHICLES AVAILABLE (65)|***HOUSE HEATING FUEL  (66)|OCCUPIED HOUSING UNITS (67)|   UTILITY GAS (68)|   BOTTLED, TANK, OR LP GAS (69)|   ELECTRICITY (70)|   FUEL OIL, KEROSENE, ETC. (71)|   COAL OR COKE (72)|   WOOD (73)|   SOLAR ENERGY (74)|   OTHER FUEL (75)|   NO FUEL USED (76)|***SELECTED CHARACTERISTICS (77)|OCCUPIED HOUSING UNITS (78)|   LACKING COMPLETE PLUMBING FACILITIES (79)|   LACKING COMPLETE KITCHEN FACILITIES (80)|   NO TELEPHONE SERVICE AVAILABLE (81)|***OCCUPANTS PER ROOM (82)|OCCUPIED HOUSING UNITS (83)|   1.00 OR LESS (84)|   1.01 TO 1.50 (85)|   1.51 OR MORE (86)|***VALUE (87)| OWNER-OCCUPIED UNITS (88)|   LESS THAN $50,000 (89)|   $50,000 TO $99,999 (90)|   $100,000 TO $149,999 (91)|   $150,000 TO $199,999 (92)|   $200,000 TO $299,999 (93)|   $300,000 TO $499,999 (94)|   $500,000 TO $999,999 (95)|   $1,000,000 OR MORE (96)|***MORTGAGE STATUS (97)|OWNER-OCCUPIED UNITS (98)|   HOUSING UNITS WITH A MORTGAGE (99)|   HOUSING UNITS WITHOUT A MORTGAGE (100)|***SELECTED MONTHLY OWNER COSTS (SMOC) (101)|HOUSING UNITS WITH A MORTGAGE (102)|   LESS THAN $300 (103)|   $300 TO $499 (104)|   $500 TO $699 (105)|   $700 TO $999 (106)|   $1,000 TO $1,499 (107)|   $1,500 TO $1,999 (108)|   $2,000 OR MORE (109)|   HOUSING UNITS WITHOUT A MORTGAGE (110)|   LESS THAN $100 (111)|   $100 TO $199 (112)|   $200 TO $299 (113)|   $300 TO $399 (114)|   $400 OR MORE (115)|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) (116)|HOUSING UNITS WITH A MORTGAGE (EXCL. UNITS WHERE SMOCAPI CAN'T BE CMPTD) (117)|   LESS THAN 20.0 PERCENT (118)|   20.0 TO 24.9 PERCENT (119)|   25.0 TO 29.9 PERCENT (120)|   30.0 TO 34.9 PERCENT (121)|   35.0 PERCENT OR MORE (122)|   NOT COMPUTED (123)|HOUSING UNIT WITHOUT A MORTGAGE (EXCL. UNITS WHERE SMOCAPI CAN'T BE CMPTD) (124)|   LESS THAN 10.0 PERCENT (125)|   10.0 TO 14.9 PERCENT (126)|   15.0 TO 19.9 PERCENT (127)|   20.0 TO 24.9 PERCENT (128)|   25.0 TO 29.9 PERCENT (129)|   30.0 TO 34.9 PERCENT (130)|   35.0 PERCENT OR MORE (131)|   NOT COMPUTED (132)|***GROSS RENT (133)|OCCUPIED UNITS PAYING RENT (134)|   LESS THAN $200 (135)|   $200 TO $299 (136)|   $300 TO $499 (137)|   $500 TO $749 (138)|   $750 TO $999 (139)|   $1,000 TO $1,499 (140)|   $1,500 OR MORE (141)|   NO RENT PAID (142)|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) (143)|OCCUPIED UNITS PAYING RENT (EXCL. UNITS WHERE GRAPI CAN'T BE COMPUTED) (144)|   LESS THAN 15.0 PERCENT (145)|   15.0 TO 19.9 PERCENT (146)|   20.0 TO 24.9 PERCENT (147)|   25.0 TO 29.9 PERCENT (148)|   30.0 TO 34.9 PERCENT (149)|   35.0 PERCENT OR MORE (150)|   NOT COMPUTED (151)
DATA|BX40|Fordham South|***HOUSING OCCUPANCY|8,902|8,338|564|***UNITS IN STRUCTURE|8,902|101|56|197|235|488|560|7,265|0|0|***YEAR STRUCTURE BUILT|8,902|0|226|221|191|402|345|624|919|5,974|***ROOMS|8,902|478|194|3,139|2,567|1,827|465|127|22|83|***BEDROOMS|8,902|504|3,743|2,825|1,552|162|116|***HOUSING TENURE|8,338|231|8,107|***YEAR HOUSEHOLDER MOVED INTO UNIT|8,338|805|4,841|1,508|676|348|160|***VEHICLES AVAILABLE|8,338|6,646|1,573|119|0|***HOUSE HEATING FUEL |8,338|1,304|96|555|6,318|0|0|0|33|32|***SELECTED CHARACTERISTICS|8,338|106|104|362|***OCCUPANTS PER ROOM|8,338|6,949|973|416|***VALUE|231|95|51|0|0|14|42|29|0|***MORTGAGE STATUS|231|15|216|***SELECTED MONTHLY OWNER COSTS (SMOC)|15|0|0|0|15|0|0|0|216|27|0|53|16|120|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|0|0|0|0|0|0|15|200|116|12|14|42|16|0|0|16|***GROSS RENT|7,931|47|532|670|535|1,772|3,372|1,003|176|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|7,780|464|462|673|825|813|4,543|327
DATA|BX41|Mount Hope|***HOUSING OCCUPANCY|17,952|16,528|1,424|***UNITS IN STRUCTURE|17,952|288|279|592|732|450|766|14,770|0|75|***YEAR STRUCTURE BUILT|17,952|45|760|352|436|731|1,041|1,414|2,242|10,931|***ROOMS|17,952|1,526|699|5,736|5,354|2,824|1,233|189|237|154|***BEDROOMS|17,952|1,669|6,962|6,111|2,708|291|211|***HOUSING TENURE|16,528|495|16,033|***YEAR HOUSEHOLDER MOVED INTO UNIT|16,528|1,701|8,781|3,422|1,372|996|256|***VEHICLES AVAILABLE|16,528|12,038|3,393|1,031|66|***HOUSE HEATING FUEL |16,528|3,847|175|1,271|11,052|34|0|0|66|83|***SELECTED CHARACTERISTICS|16,528|269|249|1,339|***OCCUPANTS PER ROOM|16,528|13,335|1,813|1,380|***VALUE|495|11|50|0|44|37|262|79|12|***MORTGAGE STATUS|495|289|206|***SELECTED MONTHLY OWNER COSTS (SMOC)|289|0|0|0|43|47|15|184|206|0|18|17|0|171|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|289|43|50|14|33|149|0|206|83|13|26|0|0|8|76|0|***GROSS RENT|15,666|165|811|1,109|1,792|3,637|6,544|1,608|367|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|15,399|1,320|1,483|1,159|1,413|1,314|8,710|634
DATA|BX05|Bedford Park-Fordham North|***HOUSING OCCUPANCY|19,607|18,253|1,354|***UNITS IN STRUCTURE|19,607|291|179|869|1,205|682|1,579|14,764|20|18|***YEAR STRUCTURE BUILT|19,607|0|337|215|235|432|1,013|1,707|1,912|13,756|***ROOMS|19,607|1,354|521|7,579|5,561|3,196|974|206|86|130|***BEDROOMS|19,607|1,417|8,563|6,106|2,905|406|210|***HOUSING TENURE|18,253|962|17,291|***YEAR HOUSEHOLDER MOVED INTO UNIT|18,253|1,956|10,327|3,384|1,608|762|216|***VEHICLES AVAILABLE|18,253|13,130|4,567|495|61|***HOUSE HEATING FUEL |18,253|2,894|254|974|13,873|0|0|32|121|105|***SELECTED CHARACTERISTICS|18,253|231|331|698|***OCCUPANTS PER ROOM|18,253|15,481|1,667|1,105|***VALUE|962|8|8|65|271|39|435|98|38|***MORTGAGE STATUS|962|681|281|***SELECTED MONTHLY OWNER COSTS (SMOC)|681|0|0|54|77|159|106|285|281|37|15|48|55|126|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|681|281|30|22|25|323|0|260|116|21|20|11|45|0|47|21|***GROSS RENT|16,962|120|790|886|1,497|3,316|8,030|2,323|329|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|16,657|1,163|1,554|1,503|1,591|1,280|9,566|634
DATA|BX30|Kingsbridge Heights|***HOUSING OCCUPANCY|11,640|10,599|1,041|***UNITS IN STRUCTURE|11,640|210|123|284|390|327|798|9,495|13|0|***YEAR STRUCTURE BUILT|11,640|8|347|62|254|548|862|1,293|1,266|7,000|***ROOMS|11,640|746|331|4,373|3,244|1,721|863|191|53|118|***BEDROOMS|11,640|772|5,111|3,749|1,427|432|149|***HOUSING TENURE|10,599|1,540|9,059|***YEAR HOUSEHOLDER MOVED INTO UNIT|10,599|992|5,571|1,973|1,290|629|144|***VEHICLES AVAILABLE|10,599|7,692|2,374|443|90|***HOUSE HEATING FUEL |10,599|1,828|118|587|7,881|0|8|0|57|120|***SELECTED CHARACTERISTICS|10,599|97|225|226|***OCCUPANTS PER ROOM|10,599|9,300|855|444|***VALUE|1,540|110|179|453|297|104|214|172|11|***MORTGAGE STATUS|1,540|1,157|383|***SELECTED MONTHLY OWNER COSTS (SMOC)|1,157|33|73|164|157|240|175|315|383|96|65|29|24|169|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|1,157|493|159|49|112|344|0|383|168|48|35|19|10|43|60|0|***GROSS RENT|8,812|83|391|701|855|2,296|3,527|959|247|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|8,630|665|640|724|906|658|5,037|429
DATA|BX43|Norwood|***HOUSING OCCUPANCY|15,163|14,192|971|***UNITS IN STRUCTURE|15,163|375|189|471|795|580|455|12,288|0|10|***YEAR STRUCTURE BUILT|15,163|43|293|272|184|705|1,243|2,535|2,311|7,577|***ROOMS|15,163|872|597|6,290|4,372|2,038|586|109|105|194|***BEDROOMS|15,163|915|7,191|4,680|1,759|371|247|***HOUSING TENURE|14,192|862|13,330|***YEAR HOUSEHOLDER MOVED INTO UNIT|14,192|1,352|7,515|3,151|1,334|606|234|***VEHICLES AVAILABLE|14,192|9,239|4,123|644|186|***HOUSE HEATING FUEL |14,192|2,483|74|566|10,857|0|0|0|114|98|***SELECTED CHARACTERISTICS|14,192|0|14|552|***OCCUPANTS PER ROOM|14,192|11,861|1,550|781|***VALUE|862|53|23|71|46|78|412|179|0|***MORTGAGE STATUS|862|583|279|***SELECTED MONTHLY OWNER COSTS (SMOC)|583|0|10|12|27|151|107|276|279|29|55|30|0|165|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|583|202|39|76|50|216|0|279|128|25|50|43|7|26|0|0|***GROSS RENT|12,902|43|299|305|1,086|2,718|6,915|1,536|428|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|12,613|1,244|1,238|1,483|1,136|980|6,532|717
DATA|BX22|North Riverdale-Fieldston-Riverdale|***HOUSING OCCUPANCY|12,361|10,909|1,452|***UNITS IN STRUCTURE|12,361|1,504|310|559|653|76|296|8,963|0|0|***YEAR STRUCTURE BUILT|12,361|0|279|227|355|1,102|3,725|2,981|1,137|2,555|***ROOMS|12,361|673|550|3,606|2,866|1,762|1,229|528|298|849|***BEDROOMS|12,361|856|4,539|3,402|2,364|707|493|***HOUSING TENURE|10,909|5,531|5,378|***YEAR HOUSEHOLDER MOVED INTO UNIT|10,909|861|4,692|2,282|1,293|1,041|740|***VEHICLES AVAILABLE|10,909|3,048|5,362|2,154|345|***HOUSE HEATING FUEL |10,909|3,654|193|756|6,090|36|7|0|79|94|***SELECTED CHARACTERISTICS|10,909|51|0|90|***OCCUPANTS PER ROOM|10,909|10,609|206|94|***VALUE|5,531|78|208|311|541|891|1,342|1,613|547|***MORTGAGE STATUS|5,531|3,305|2,226|***SELECTED MONTHLY OWNER COSTS (SMOC)|3,305|37|166|242|150|699|427|1,584|2,226|232|89|207|139|1,559|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|3,305|1,667|480|299|139|720|0|2,210|864|379|188|86|86|92|515|16|***GROSS RENT|5,185|32|89|98|269|642|2,090|1,965|193|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|4,988|1,118|756|536|511|512|1,555|390
DATA|BX28|Van Cortlandt Village|***HOUSING OCCUPANCY|18,532|17,347|1,185|***UNITS IN STRUCTURE|18,532|496|255|836|661|278|495|15,407|104|0|***YEAR STRUCTURE BUILT|18,532|0|302|133|497|2,175|2,069|2,109|1,853|9,394|***ROOMS|18,532|831|596|6,306|6,309|2,942|911|303|204|130|***BEDROOMS|18,532|872|7,739|7,187|2,296|302|136|***HOUSING TENURE|17,347|2,536|14,811|***YEAR HOUSEHOLDER MOVED INTO UNIT|17,347|1,151|9,234|3,506|1,811|1,201|444|***VEHICLES AVAILABLE|17,347|10,902|5,365|906|174|***HOUSE HEATING FUEL |17,347|3,692|127|976|12,088|0|0|0|293|171|***SELECTED CHARACTERISTICS|17,347|124|185|446|***OCCUPANTS PER ROOM|17,347|14,990|1,539|818|***VALUE|2,536|883|214|289|31|233|610|259|17|***MORTGAGE STATUS|2,536|1,054|1,482|***SELECTED MONTHLY OWNER COSTS (SMOC)|1,054|44|5|78|214|151|254|308|1,482|693|66|70|70|583|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|1,054|379|110|156|107|302|0|1,470|938|199|65|29|49|45|145|12|***GROSS RENT|14,289|138|373|489|1,219|3,593|6,937|1,540|522|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|14,058|1,857|1,673|1,397|1,386|1,260|6,485|753
DATA|BX29|Spuyten Duyvil-Kingsbridge|***HOUSING OCCUPANCY|14,184|12,741|1,443|***UNITS IN STRUCTURE|14,184|434|250|521|247|108|419|12,149|56|0|***YEAR STRUCTURE BUILT|14,184|0|511|266|349|1,131|3,003|3,858|1,292|3,774|***ROOMS|14,184|644|427|4,750|4,854|1,924|881|288|186|230|***BEDROOMS|14,184|799|5,579|5,398|1,889|319|200|***HOUSING TENURE|12,741|4,611|8,130|***YEAR HOUSEHOLDER MOVED INTO UNIT|12,741|1,218|6,235|2,070|1,159|1,119|940|***VEHICLES AVAILABLE|12,741|5,238|6,047|1,284|172|***HOUSE HEATING FUEL |12,741|3,498|215|1,132|7,673|4|8|0|115|96|***SELECTED CHARACTERISTICS|12,741|117|124|205|***OCCUPANTS PER ROOM|12,741|12,194|411|136|***VALUE|4,611|317|141|206|489|936|1,293|1,017|212|***MORTGAGE STATUS|4,611|2,609|2,002|***SELECTED MONTHLY OWNER COSTS (SMOC)|2,609|69|41|101|390|662|363|983|2,002|363|284|57|173|1,125|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|2,609|1,647|296|126|146|394|0|1,976|1,164|189|145|63|90|98|227|26|***GROSS RENT|7,975|84|214|501|418|1,008|3,093|2,657|155|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|7,816|1,267|1,155|987|936|675|2,796|314
DATA|BX08|West Farms-Bronx River|***HOUSING OCCUPANCY|12,868|11,448|1,420|***UNITS IN STRUCTURE|12,868|484|363|1,281|3,151|652|818|6,049|33|37|***YEAR STRUCTURE BUILT|12,868|0|259|82|178|581|1,693|2,640|1,341|6,094|***ROOMS|12,868|539|315|3,766|3,815|2,860|814|366|172|221|***BEDROOMS|12,868|552|4,207|4,534|2,766|486|323|***HOUSING TENURE|11,448|1,578|9,870|***YEAR HOUSEHOLDER MOVED INTO UNIT|11,448|938|6,403|1,595|1,170|854|488|***VEHICLES AVAILABLE|11,448|7,017|3,483|779|169|***HOUSE HEATING FUEL |11,448|3,511|80|755|6,920|65|0|0|70|47|***SELECTED CHARACTERISTICS|11,448|103|69|527|***OCCUPANTS PER ROOM|11,448|9,994|964|490|***VALUE|1,578|76|43|163|116|69|595|510|6|***MORTGAGE STATUS|1,578|1,009|569|***SELECTED MONTHLY OWNER COSTS (SMOC)|1,009|11|13|27|0|144|53|761|569|42|0|5|44|478|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|1,009|148|47|68|67|679|0|561|122|156|79|10|26|39|129|8|***GROSS RENT|9,558|175|456|933|994|1,842|3,842|1,316|312|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|9,396|1,004|834|878|839|888|4,953|474
DATA|BX09|Soundview-Castle Hill-Clason Point-Harding Park|***HOUSING OCCUPANCY|19,896|18,657|1,239|***UNITS IN STRUCTURE|19,896|2,112|2,270|2,492|1,455|307|315|10,890|17|38|***YEAR STRUCTURE BUILT|19,896|42|1,447|925|963|2,307|5,235|4,929|1,305|2,743|***ROOMS|19,896|662|237|3,607|6,840|5,590|1,607|511|239|603|***BEDROOMS|19,896|723|3,880|7,372|6,383|941|597|***HOUSING TENURE|18,657|5,068|13,589|***YEAR HOUSEHOLDER MOVED INTO UNIT|18,657|1,095|8,112|3,566|2,646|2,526|712|***VEHICLES AVAILABLE|18,657|9,348|6,706|2,076|527|***HOUSE HEATING FUEL |18,657|8,815|332|1,062|7,926|13|14|0|153|342|***SELECTED CHARACTERISTICS|18,657|65|208|331|***OCCUPANTS PER ROOM|18,657|17,369|891|397|***VALUE|5,068|185|71|97|98|684|2,940|956|37|***MORTGAGE STATUS|5,068|3,723|1,345|***SELECTED MONTHLY OWNER COSTS (SMOC)|3,723|39|0|0|96|356|654|2,578|1,345|140|33|9|38|1,125|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|3,718|697|436|441|358|1,786|5|1,328|456|230|116|88|82|79|277|17|***GROSS RENT|13,495|372|1,551|1,979|2,912|2,995|2,633|1,053|94|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|13,268|2,107|1,582|1,674|1,892|1,216|4,797|321
DATA|BX46|Parkchester|***HOUSING OCCUPANCY|13,434|12,590|844|***UNITS IN STRUCTURE|13,434|136|189|315|400|344|591|11,433|26|0|***YEAR STRUCTURE BUILT|13,434|0|64|107|21|414|2,024|2,489|3,845|4,470|***ROOMS|13,434|518|435|6,452|4,033|1,456|354|33|34|119|***BEDROOMS|13,434|536|7,156|4,406|1,160|52|124|***HOUSING TENURE|12,590|2,760|9,830|***YEAR HOUSEHOLDER MOVED INTO UNIT|12,590|778|7,338|2,166|1,056|1,125|127|***VEHICLES AVAILABLE|12,590|7,640|4,277|562|111|***HOUSE HEATING FUEL |12,590|4,211|126|1,099|6,472|48|0|0|307|327|***SELECTED CHARACTERISTICS|12,590|138|80|265|***OCCUPANTS PER ROOM|12,590|11,296|946|348|***VALUE|2,760|98|424|1,000|603|219|246|148|22|***MORTGAGE STATUS|2,760|1,758|1,002|***SELECTED MONTHLY OWNER COSTS (SMOC)|1,758|0|18|105|227|757|351|300|1,002|43|118|11|0|830|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|1,741|553|272|233|101|582|17|956|229|119|207|27|49|64|261|46|***GROSS RENT|9,786|25|135|221|547|1,930|5,914|1,014|44|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|9,717|1,356|1,420|1,209|1,095|931|3,706|113
DATA|BX55|Soundview-Bruckner|***HOUSING OCCUPANCY|12,392|11,247|1,145|***UNITS IN STRUCTURE|12,392|392|554|1,330|2,657|693|575|6,162|0|29|***YEAR STRUCTURE BUILT|12,392|0|277|364|151|575|1,563|2,075|1,152|6,235|***ROOMS|12,392|552|484|4,334|3,547|2,145|688|276|123|243|***BEDROOMS|12,392|564|4,889|4,043|2,348|341|207|***HOUSING TENURE|11,247|1,657|9,590|***YEAR HOUSEHOLDER MOVED INTO UNIT|11,247|1,051|5,648|2,296|1,062|765|425|***VEHICLES AVAILABLE|11,247|7,360|3,284|418|185|***HOUSE HEATING FUEL |11,247|3,751|116|435|6,706|49|0|0|129|61|***SELECTED CHARACTERISTICS|11,247|156|94|438|***OCCUPANTS PER ROOM|11,247|9,303|1,287|657|***VALUE|1,657|40|78|29|59|236|766|417|32|***MORTGAGE STATUS|1,657|1,095|562|***SELECTED MONTHLY OWNER COSTS (SMOC)|1,095|0|0|0|52|98|161|784|562|21|18|11|0|512|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|1,095|118|153|139|115|570|0|562|122|54|74|77|51|19|165|0|***GROSS RENT|9,388|245|850|625|1,150|1,885|3,320|1,313|202|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|9,226|888|894|1,043|1,063|901|4,437|364
DATA|BX59|Westchester-Unionport|***HOUSING OCCUPANCY|9,804|8,788|1,016|***UNITS IN STRUCTURE|9,804|1,153|804|1,886|1,749|598|481|3,133|0|0|***YEAR STRUCTURE BUILT|9,804|26|987|202|169|651|1,186|1,265|1,163|4,155|***ROOMS|9,804|362|508|2,547|2,751|1,913|860|264|223|376|***BEDROOMS|9,804|412|3,163|3,074|2,557|355|243|***HOUSING TENURE|8,788|2,212|6,576|***YEAR HOUSEHOLDER MOVED INTO UNIT|8,788|851|5,126|1,486|556|484|285|***VEHICLES AVAILABLE|8,788|4,508|3,177|820|283|***HOUSE HEATING FUEL |8,788|4,237|207|379|3,804|37|17|0|59|48|***SELECTED CHARACTERISTICS|8,788|56|44|220|***OCCUPANTS PER ROOM|8,788|7,643|730|415|***VALUE|2,212|37|21|9|30|135|1,462|506|12|***MORTGAGE STATUS|2,212|1,643|569|***SELECTED MONTHLY OWNER COSTS (SMOC)|1,643|0|0|0|23|61|383|1,176|569|27|0|9|25|508|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|1,620|147|219|127|178|949|23|569|99|133|42|55|40|37|163|0|***GROSS RENT|6,385|29|161|153|503|1,119|2,896|1,524|191|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|6,263|546|593|723|596|685|3,120|313
DATA|BX10|Pelham Bay-Country Club-City Island|***HOUSING OCCUPANCY|12,045|11,247|798|***UNITS IN STRUCTURE|12,045|2,707|1,051|2,565|1,286|638|309|3,489|0|0|***YEAR STRUCTURE BUILT|12,045|18|455|247|409|1,090|2,273|2,191|1,527|3,835|***ROOMS|12,045|217|318|3,036|2,676|2,549|1,891|618|239|501|***BEDROOMS|12,045|262|3,759|3,817|3,433|511|263|***HOUSING TENURE|11,247|4,647|6,600|***YEAR HOUSEHOLDER MOVED INTO UNIT|11,247|1,074|4,863|2,061|962|962|1,325|***VEHICLES AVAILABLE|11,247|3,670|4,528|2,244|805|***HOUSE HEATING FUEL |11,247|5,805|163|559|4,581|0|41|0|22|76|***SELECTED CHARACTERISTICS|11,247|53|65|127|***OCCUPANTS PER ROOM|11,247|11,148|63|36|***VALUE|4,647|75|59|143|121|182|1,986|2,005|76|***MORTGAGE STATUS|4,647|2,851|1,796|***SELECTED MONTHLY OWNER COSTS (SMOC)|2,851|0|0|20|133|262|344|2,092|1,796|51|106|45|17|1,577|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|2,851|638|344|339|287|1,243|0|1,785|484|240|188|142|146|174|411|11|***GROSS RENT|6,318|11|239|224|348|1,210|2,810|1,476|282|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|6,207|829|679|783|865|414|2,637|393
DATA|BX13|Co-op City|***HOUSING OCCUPANCY|19,126|18,258|868|***UNITS IN STRUCTURE|19,126|425|370|1,158|851|128|130|16,064|0|0|***YEAR STRUCTURE BUILT|19,126|13|368|689|260|5,336|9,630|1,767|543|520|***ROOMS|19,126|418|511|5,165|6,504|3,557|2,234|392|146|199|***BEDROOMS|19,126|418|6,316|6,341|5,615|232|204|***HOUSING TENURE|18,258|8,945|9,313|***YEAR HOUSEHOLDER MOVED INTO UNIT|18,258|662|6,793|5,289|1,978|2,779|757|***VEHICLES AVAILABLE|18,258|8,551|7,122|2,171|414|***HOUSE HEATING FUEL |18,258|5,955|169|4,798|6,157|0|0|0|687|492|***SELECTED CHARACTERISTICS|18,258|144|274|352|***OCCUPANTS PER ROOM|18,258|17,729|294|235|***VALUE|8,945|3,363|1,381|1,259|521|733|1,240|432|16|***MORTGAGE STATUS|8,945|2,537|6,408|***SELECTED MONTHLY OWNER COSTS (SMOC)|2,537|632|132|122|454|504|138|555|6,408|2,573|1,055|813|241|1,726|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|2,504|1,161|256|190|251|646|33|6,374|4,492|407|385|306|115|210|459|34|***GROSS RENT|9,199|285|598|257|2,107|3,040|2,180|732|114|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|8,871|1,690|1,247|1,088|876|559|3,411|442
