DESC (0)|NTACODE (1)|NTANAME (2)|***HOUSEHOLD BY TYPE (3)|TOTAL HOUSEHOLDS (4)|  FAMILY HOUSEHOLDS (FAMILIES) (5)|      WITH OWN CHILDREN UNDER 18 YEARS (6)|    MARRIED-COUPLE FAMILY (7)|      WITH OWN CHILDREN UNDER 18 YEARS (8)|    MALE HOUSEHLDR, NO WIFE PRESENT, FAMILY (9)|      WITH OWN CHILDREN UNDER 18 YEARS (10)|    FEMALE HOUSEHLDR, NO HUSBAND PRESENT, FAMILY (11)|      WITH OWN CHILDREN UNDER 18 YEARS (12)|  NONFAMILY HOUSEHOLDS (13)|    HOUSEHOLDER LIVING ALONE (14)|       65 YEARS AND OVER (15)|  HOUSEHOLDS WITH ONE OR MORE PEOPLE UNDER 18 YEARS (16)|  HOUSEHOLDS WITH ONE OR MORE PEOPLE 65 YEARS AND OVER (17)|  AVERAGE HOUSEHOLD SIZE (18)|  AVERAGE FAMILY SIZE (19)|***RELATIONSHIP (20)|POPULATION IN HOUSEHOLDS (21)|  HOUSEHOLDER (22)|  SPOUSE (23)|  CHILD (24)|  OTHER RELATIVES (25)|  NONRELATIVES (26)|  NONRELATIVES - UNMARRIED PARTNER (27)|***MARITAL STATUS (28)|MALES 15 YEARS AND OVER (29)|  NEVER MARRIED (30)|  NOW MARRIED, EXCEPT SEPARATED (31)|  SEPARATED (32)|  WIDOWED (33)|  DIVORCED (34)|FEMALES 15 YEARS AND OVER (35)|  NEVER MARRIED (36)|  NOW MARRIED, EXCEPT SEPARATED (37)|  SEPARATED (38)|  WIDOWED (39)|  DIVORCED (40)|***GRANDPARENTS (41)|  NUMBER OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS (42)|  RESPONSIBLE FOR GRANDCHILDREN (43)|      LESS THAN 1 YEAR (44)|      1 OR 2 YEARS (45)|      3 OR 4 YEARS (46)|      5 OR MORE YEARS (47)|NUMBER OF GRANDPARENTS RESPONSIBLE FOR OWN GRANDCHILDREN UNDER 18 YEARS (48)|  WHO ARE FEMALE (49)|  WHO ARE MARRIED (50)|***SCHOOL ENROLLMENT (51)|POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL (52)|  NURSERY SCHOOL, PRESCHOOL (53)|  KINDERGARTEN (54)|  ELEMENTARY SCHOOL (GRADES 1-8) (55)|  HIGH SCHOOL (GRADES 9-12) (56)|  COLLEGE OR GRADUATE SCHOOL (57)|***EDUCATIONAL ATTAINMENT (58)|POPULATION 25 YEARS AND OVER (59)|  LESS THAN 9TH GRADE (60)|  9TH TO 12TH GRADE, NO DIPLOMA (61)|  HIGH SCHOOL GRADUATE (INCLUDES EQUIVALENCY) (62)|  SOME COLLEGE, NO DEGREE (63)|  ASSOCIATE'S DEGREE (64)|  BACHELOR'S DEGREE (65)|  GRADUATE OR PROFESSIONAL DEGREE (66)|  PERCENT HIGH SCHOOL GRADUATE OR HIGHER (67)|  PERCENT BACHELOR'S DEGREE OR HIGHER (68)|***VETERAN STATUS (69)|CIVILIAN POPULATION 18 YEARS AND OVER (70)|  CIVILIAN VETERANS (71)|***RESIDENCE 1 YEAR AGO (72)|POPULATION 1 YEAR AND OVER (73)|  SAME HOUSE (74)|  DIFFERENT HOUSE IN THE U.S. (75)|    SAME COUNTY (76)|    DIFFERENT COUNTY (77)|      SAME STATE (78)|      DIFFERENT STATE (79)|  ABROAD (80)|***PLACE OF BIRTH (81)|TOTAL POPULATION (82)|  NATIVE (83)|    BORN IN UNITED STATES (84)|      STATE OF RESIDENCE (85)|      DIFFERENT STATE (86)|    BORN IN PUERTO RICO, U.S. ISLAND AREAS, OR BORN ABROAD TO AMERICAN PARENT(S) (87)|  FOREIGN BORN (88)|***U.S. CITIZENSHIP STATUS (89)|FOREIGN-BORN POPULATION (90)|  NATURALIZED U.S. CITIZEN (91)|  NOT A U.S. CITIZEN (92)|***YEAR OF ENTRY (93)|POPULATION BORN OUTSIDE THE U.S. (94)|  NATIVE (95)|    ENTERED 2010 OR LATER (96)|    ENTERED BEFORE 2010 (97)|  FOREIGN BORN (98)|    ENTERED 2010 OR LATER (99)|    ENTERED BEFORE 2010 (100)|***WORLD REGION OF BIRTH OF FOREIGN BORN (101)|FOREIGN-BORN POPULATION, EXCLUDING POPULATION BORN AT SEA (102)|  EUROPE (103)|  ASIA (104)|  AFRICA (105)|  OCEANIA (106)|  LATIN AMERICA (107)|  NORTHERN AMERICA (108)|***LANGUAGE SPOKEN AT HOME (109)|POPULATION 5 YEARS AND OVER (110)|  ENGLISH ONLY (111)|  LANGUAGE OTHER THAN ENGLISH (112)|      SPEAK ENGLISH LESS THAN "VERY WELL" (113)|    SPANISH (114)|      SPEAK ENGLISH LESS THAN "VERY WELL" (115)|    OTHER INDO-EUROPEAN LANGUAGES (116)|      SPEAK ENGLISH LESS THAN "VERY WELL" (117)|    ASIAN AND PACIFIC ISLANDER LANGUAGES (118)|      SPEAK ENGLISH LESS THAN "VERY WELL" (119)|    OTHER LANGUAGES (120)|      SPEAK ENGLISH LESS THAN "VERY WELL" (121)|***ANCESTRY (122)|TOTAL POPULATION (123)|  AMERICAN (124)|  ARAB (125)|  CZECH (126)|  DANISH (127)|  DUTCH (128)|  ENGLISH (129)|  FRENCH (EXCEPT BASQUE) (130)|  FRENCH CANADIAN (131)|  GERMAN (132)|  GREEK (133)|  HUNGARIAN (134)|  IRISH (135)|  ITALIAN (136)|  LITHUANIAN (137)|  NORWEGIAN (138)|  POLISH (139)|  PORTUGUESE (140)|  RUSSIAN (141)|  SCOTCH-IRISH (142)|  SCOTTISH (143)|  SLOVAK (144)|  SUBSAHARAN AFRICAN (145)|  SWISS (146)|  UKRAINIAN (147)|  WELSH (148)|  WEST INDIAN (EXCLUDING HISPANIC ORIGIN GROUPS) (149)
DATA|BX35|Morrisania-Melrose|***HOUSEHOLD BY TYPE|12,475|8,728|5,105|2,568|1,414|848|323|5,312|3,368|3,747|3,267|936|5,926|2,429|3.0|3.6|***RELATIONSHIP|37,156|12,475|2,593|15,433|4,886|1,769|654|***MARITAL STATUS|12,573|7,490|3,532|553|208|790|16,113|8,392|3,337|1,192|1,414|1,778|***GRANDPARENTS|1,632|606|67|144|114|281|606|540|238|***SCHOOL ENROLLMENT|12,289|852|518|5,195|3,091|2,633|***EDUCATIONAL ATTAINMENT|21,705|4,100|4,302|5,894|4,013|1,224|1,539|633|-|-|***VETERAN STATUS|26,471|606|***RESIDENCE 1 YEAR AGO|37,311|34,031|3,099|2,149|950|508|442|181|***PLACE OF BIRTH|37,872|26,757|22,746|20,404|2,342|4,011|11,115|***U.S. CITIZENSHIP STATUS|11,115|4,264|6,851|***YEAR OF ENTRY|15,126|4,011|16|3,995|11,115|237|10,878|***WORLD REGION OF BIRTH OF FOREIGN BORN|11,115|86|141|1,931|8|8,949|0|***LANGUAGE SPOKEN AT HOME|34,827|12,862|21,965|10,301|19,004|9,089|989|341|304|181|1,668|690|***ANCESTRY|37,872|168|69|0|0|0|199|0|12|22|0|0|185|220|0|21|5|0|20|0|17|0|2,694|0|5|0|1,745
DATA|BX75|Crotona Park East|***HOUSEHOLD BY TYPE|6,912|4,652|2,928|1,448|884|548|223|2,656|1,821|2,260|2,009|804|3,307|1,513|2.9|3.6|***RELATIONSHIP|20,118|6,912|1,435|8,349|2,213|1,209|608|***MARITAL STATUS|6,633|3,406|1,920|510|255|542|7,972|3,759|1,879|753|722|859|***GRANDPARENTS|552|301|89|45|79|88|301|207|185|***SCHOOL ENROLLMENT|6,567|378|314|3,023|1,663|1,189|***EDUCATIONAL ATTAINMENT|11,123|2,557|2,024|2,896|1,596|705|1,067|278|-|-|***VETERAN STATUS|13,425|333|***RESIDENCE 1 YEAR AGO|19,945|17,793|2,080|1,668|412|153|259|72|***PLACE OF BIRTH|20,352|13,248|11,239|10,248|991|2,009|7,104|***U.S. CITIZENSHIP STATUS|7,104|2,763|4,341|***YEAR OF ENTRY|9,113|2,009|5|2,004|7,104|373|6,731|***WORLD REGION OF BIRTH OF FOREIGN BORN|7,104|20|216|639|0|6,229|0|***LANGUAGE SPOKEN AT HOME|18,182|6,011|12,171|5,538|11,007|5,163|460|65|121|42|583|268|***ANCESTRY|20,352|280|87|0|0|3|10|18|0|6|0|0|98|61|0|4|0|52|0|0|0|0|895|0|0|0|885
DATA|BX14|East Concourse-Concourse Village|***HOUSEHOLD BY TYPE|21,343|13,285|7,230|4,565|2,360|2,042|1,013|6,678|3,857|8,058|7,090|2,806|8,357|4,972|2.9|3.8|***RELATIONSHIP|61,788|21,343|4,556|23,427|8,963|3,499|1,500|***MARITAL STATUS|23,259|12,411|7,064|1,544|620|1,620|26,063|12,205|6,335|2,355|1,981|3,187|***GRANDPARENTS|2,312|800|157|213|59|371|800|581|374|***SCHOOL ENROLLMENT|18,482|800|912|7,853|4,570|4,347|***EDUCATIONAL ATTAINMENT|38,729|8,346|6,524|9,297|6,989|2,248|3,602|1,723|-|-|***VETERAN STATUS|45,932|1,393|***RESIDENCE 1 YEAR AGO|62,664|55,338|6,481|4,794|1,687|1,337|350|845|***PLACE OF BIRTH|63,504|39,818|34,977|30,987|3,990|4,841|23,686|***U.S. CITIZENSHIP STATUS|23,686|8,101|15,585|***YEAR OF ENTRY|28,527|4,841|65|4,776|23,686|672|23,014|***WORLD REGION OF BIRTH OF FOREIGN BORN|23,686|221|575|4,123|0|18,754|13|***LANGUAGE SPOKEN AT HOME|58,642|21,733|36,909|18,264|30,599|15,406|2,496|1,361|231|122|3,583|1,375|***ANCESTRY|63,504|460|346|0|0|1|74|71|0|366|70|0|168|393|0|0|104|0|14|9|10|0|5,716|0|0|0|4,185
DATA|BX26|Highbridge|***HOUSEHOLD BY TYPE|12,711|8,181|5,024|2,588|1,736|1,004|423|4,589|2,865|4,530|3,805|892|5,759|2,094|2.9|3.6|***RELATIONSHIP|36,302|12,711|2,547|14,752|4,203|2,089|832|***MARITAL STATUS|12,542|6,256|3,827|783|362|1,314|15,034|7,134|3,540|1,756|925|1,679|***GRANDPARENTS|1,088|502|127|41|72|262|502|453|240|***SCHOOL ENROLLMENT|11,609|689|720|5,212|2,738|2,250|***EDUCATIONAL ATTAINMENT|21,463|4,178|3,606|5,945|4,051|1,524|1,459|700|-|-|***VETERAN STATUS|25,698|754|***RESIDENCE 1 YEAR AGO|36,340|31,587|3,995|2,460|1,535|1,301|234|758|***PLACE OF BIRTH|37,065|22,659|19,852|17,942|1,910|2,807|14,406|***U.S. CITIZENSHIP STATUS|14,406|5,587|8,819|***YEAR OF ENTRY|17,213|2,807|41|2,766|14,406|556|13,850|***WORLD REGION OF BIRTH OF FOREIGN BORN|14,406|58|106|2,951|0|11,291|0|***LANGUAGE SPOKEN AT HOME|34,082|10,465|23,617|12,124|19,939|10,541|1,073|383|186|101|2,419|1,099|***ANCESTRY|37,065|340|28|0|10|17|11|110|0|43|0|0|104|139|0|0|17|0|0|0|5|0|3,908|0|0|0|1,453
DATA|BX63|West Concourse|***HOUSEHOLD BY TYPE|12,795|9,026|5,147|3,239|1,815|1,019|384|4,768|2,948|3,769|3,122|755|5,917|2,014|3.1|3.7|***RELATIONSHIP|39,590|12,795|3,217|15,151|5,946|2,481|1,244|***MARITAL STATUS|13,576|7,042|4,707|672|142|1,013|15,813|7,279|4,330|1,384|1,136|1,684|***GRANDPARENTS|1,280|516|85|127|95|209|516|383|306|***SCHOOL ENROLLMENT|12,209|761|707|5,782|2,279|2,680|***EDUCATIONAL ATTAINMENT|23,406|5,255|3,893|6,392|3,984|1,325|1,900|657|-|-|***VETERAN STATUS|27,541|445|***RESIDENCE 1 YEAR AGO|38,937|35,214|3,133|2,101|1,032|750|282|590|***PLACE OF BIRTH|39,680|21,381|18,698|17,345|1,353|2,683|18,299|***U.S. CITIZENSHIP STATUS|18,299|7,402|10,897|***YEAR OF ENTRY|20,982|2,683|89|2,594|18,299|594|17,705|***WORLD REGION OF BIRTH OF FOREIGN BORN|18,299|213|804|2,503|22|14,757|0|***LANGUAGE SPOKEN AT HOME|36,112|8,082|28,030|14,884|23,936|13,214|1,533|521|355|236|2,206|913|***ANCESTRY|39,680|273|221|0|0|0|123|81|0|113|0|19|219|169|0|0|0|0|93|0|14|0|3,735|0|85|0|1,415
DATA|BX36|University Heights-Morris Heights|***HOUSEHOLD BY TYPE|17,631|12,024|6,588|3,916|2,024|1,452|570|6,656|3,994|5,607|4,830|1,108|7,863|2,726|3.0|3.6|***RELATIONSHIP|52,316|17,631|3,853|19,787|7,341|3,704|1,249|***MARITAL STATUS|19,017|10,267|5,913|714|289|1,834|22,464|11,751|5,143|2,002|1,086|2,482|***GRANDPARENTS|2,154|745|114|216|74|341|745|577|448|***SCHOOL ENROLLMENT|16,178|1,118|710|6,834|4,154|3,362|***EDUCATIONAL ATTAINMENT|31,399|5,597|5,466|9,474|4,732|2,631|2,480|1,019|-|-|***VETERAN STATUS|38,645|1,122|***RESIDENCE 1 YEAR AGO|53,021|44,490|7,639|4,610|3,029|2,314|715|892|***PLACE OF BIRTH|53,944|32,728|28,798|25,163|3,635|3,930|21,216|***U.S. CITIZENSHIP STATUS|21,216|7,548|13,668|***YEAR OF ENTRY|25,146|3,930|269|3,661|21,216|751|20,465|***WORLD REGION OF BIRTH OF FOREIGN BORN|21,216|135|190|2,121|0|18,770|0|***LANGUAGE SPOKEN AT HOME|49,681|16,652|33,029|17,153|30,138|16,021|683|247|139|0|2,069|885|***ANCESTRY|53,944|445|14|0|0|7|24|57|0|233|0|11|82|329|0|20|13|13|24|0|19|0|3,069|0|0|0|2,754
DATA|BX40|Fordham South|***HOUSEHOLD BY TYPE|8,338|5,682|3,666|1,438|868|404|218|3,840|2,580|2,656|2,156|456|4,340|1,209|3.1|3.7|***RELATIONSHIP|25,815|8,338|1,432|10,716|3,470|1,859|511|***MARITAL STATUS|8,132|4,919|2,330|222|113|548|10,731|6,384|2,093|758|546|950|***GRANDPARENTS|1,117|328|21|176|36|95|328|296|118|***SCHOOL ENROLLMENT|8,273|351|405|3,862|2,248|1,407|***EDUCATIONAL ATTAINMENT|14,029|3,226|2,902|3,429|2,208|671|1,091|502|-|-|***VETERAN STATUS|17,234|488|***RESIDENCE 1 YEAR AGO|25,981|21,864|3,671|2,314|1,357|1,015|342|446|***PLACE OF BIRTH|26,336|16,780|14,662|13,000|1,662|2,118|9,556|***U.S. CITIZENSHIP STATUS|9,556|3,007|6,549|***YEAR OF ENTRY|11,674|2,118|49|2,069|9,556|407|9,149|***WORLD REGION OF BIRTH OF FOREIGN BORN|9,556|69|197|1,369|0|7,921|0|***LANGUAGE SPOKEN AT HOME|23,484|7,607|15,877|7,031|13,901|6,208|609|245|26|8|1,341|570|***ANCESTRY|26,336|201|32|0|0|26|25|36|0|125|15|38|43|173|0|0|0|7|0|0|0|0|1,935|0|3|0|1,257
DATA|BX41|Mount Hope|***HOUSEHOLD BY TYPE|16,528|11,684|6,835|3,832|2,148|1,673|623|6,179|4,064|4,844|3,997|1,133|7,857|2,690|3.1|3.7|***RELATIONSHIP|51,425|16,528|3,875|19,758|7,541|3,723|1,318|***MARITAL STATUS|19,209|10,382|6,140|885|338|1,464|21,054|10,602|4,998|2,057|1,233|2,164|***GRANDPARENTS|1,797|720|138|172|98|312|720|554|276|***SCHOOL ENROLLMENT|15,523|911|700|6,441|4,026|3,445|***EDUCATIONAL ATTAINMENT|30,746|6,992|4,957|7,893|5,011|2,282|2,486|1,125|-|-|***VETERAN STATUS|37,188|705|***RESIDENCE 1 YEAR AGO|51,385|44,279|6,535|3,893|2,642|2,029|613|571|***PLACE OF BIRTH|52,237|29,045|25,189|22,422|2,767|3,856|23,192|***U.S. CITIZENSHIP STATUS|23,192|7,705|15,487|***YEAR OF ENTRY|27,048|3,856|76|3,780|23,192|781|22,411|***WORLD REGION OF BIRTH OF FOREIGN BORN|23,192|189|692|3,053|3|19,255|0|***LANGUAGE SPOKEN AT HOME|47,832|12,427|35,405|17,174|30,927|15,442|1,312|633|244|71|2,922|1,028|***ANCESTRY|52,237|337|67|0|0|7|62|30|0|139|25|5|197|176|0|0|30|20|26|0|0|0|3,472|0|0|0|2,084
DATA|BX05|Bedford Park-Fordham North|***HOUSEHOLD BY TYPE|18,253|11,906|6,882|4,487|2,365|1,252|529|6,167|3,988|6,347|5,364|1,483|7,794|2,983|2.9|3.6|***RELATIONSHIP|52,193|18,253|4,454|19,512|6,805|3,169|1,284|***MARITAL STATUS|18,802|10,306|6,090|695|347|1,364|21,241|10,261|5,502|1,600|1,275|2,603|***GRANDPARENTS|1,754|600|107|66|75|352|600|470|387|***SCHOOL ENROLLMENT|15,344|856|812|6,587|3,784|3,305|***EDUCATIONAL ATTAINMENT|31,845|5,803|5,666|8,727|5,479|1,927|3,071|1,172|-|-|***VETERAN STATUS|37,688|856|***RESIDENCE 1 YEAR AGO|51,771|44,883|6,300|4,962|1,338|835|503|588|***PLACE OF BIRTH|52,591|31,881|27,736|26,039|1,697|4,145|20,710|***U.S. CITIZENSHIP STATUS|20,710|8,057|12,653|***YEAR OF ENTRY|24,855|4,145|10|4,135|20,710|605|20,105|***WORLD REGION OF BIRTH OF FOREIGN BORN|20,710|1,319|1,664|1,942|0|15,755|30|***LANGUAGE SPOKEN AT HOME|48,311|13,755|34,556|15,230|28,934|12,470|2,966|1,791|905|543|1,751|426|***ANCESTRY|52,591|487|246|156|14|60|236|73|0|344|23|0|871|908|88|23|121|37|80|15|112|19|2,506|12|16|9|1,982
DATA|BX30|Kingsbridge Heights|***HOUSEHOLD BY TYPE|10,599|6,801|3,668|2,575|1,465|865|388|3,361|1,815|3,798|3,234|1,082|4,205|2,307|2.8|3.6|***RELATIONSHIP|29,611|10,599|2,615|11,053|3,718|1,626|676|***MARITAL STATUS|10,881|5,693|3,576|563|361|688|13,637|6,790|3,097|1,005|1,534|1,211|***GRANDPARENTS|969|360|207|61|29|63|360|274|247|***SCHOOL ENROLLMENT|7,871|466|435|3,406|1,772|1,792|***EDUCATIONAL ATTAINMENT|19,666|3,015|3,184|5,757|3,425|1,019|2,468|798|-|-|***VETERAN STATUS|23,450|812|***RESIDENCE 1 YEAR AGO|30,210|25,533|4,095|2,739|1,356|1,146|210|582|***PLACE OF BIRTH|30,599|16,982|14,026|12,851|1,175|2,956|13,617|***U.S. CITIZENSHIP STATUS|13,617|5,750|7,867|***YEAR OF ENTRY|16,573|2,956|128|2,828|13,617|449|13,168|***WORLD REGION OF BIRTH OF FOREIGN BORN|13,617|166|1,343|711|0|11,397|0|***LANGUAGE SPOKEN AT HOME|28,783|8,243|20,540|9,004|17,884|8,032|1,024|342|980|537|652|93|***ANCESTRY|30,599|226|74|0|0|0|25|19|0|146|0|70|117|247|0|0|57|0|62|9|18|0|760|0|56|1|1,181
DATA|BX43|Norwood|***HOUSEHOLD BY TYPE|14,192|8,988|5,481|3,856|2,287|1,080|581|4,052|2,613|5,204|4,504|843|6,059|2,395|2.9|3.7|***RELATIONSHIP|40,497|14,192|3,786|14,540|6,007|1,972|1,083|***MARITAL STATUS|13,974|7,154|5,092|393|312|1,023|17,161|8,245|4,704|1,057|1,180|1,975|***GRANDPARENTS|1,569|614|192|208|0|214|614|446|426|***SCHOOL ENROLLMENT|11,191|770|382|5,288|1,954|2,797|***EDUCATIONAL ATTAINMENT|24,832|3,752|3,418|7,493|3,895|1,374|3,356|1,544|-|-|***VETERAN STATUS|29,698|713|***RESIDENCE 1 YEAR AGO|40,371|35,950|3,780|2,589|1,191|783|408|641|***PLACE OF BIRTH|41,217|25,013|22,350|20,731|1,619|2,663|16,204|***U.S. CITIZENSHIP STATUS|16,204|6,438|9,766|***YEAR OF ENTRY|18,867|2,663|14|2,649|16,204|1,041|15,163|***WORLD REGION OF BIRTH OF FOREIGN BORN|16,204|1,614|2,888|601|25|10,987|89|***LANGUAGE SPOKEN AT HOME|37,130|13,673|23,457|11,912|17,978|8,751|3,680|2,294|874|505|925|362|***ANCESTRY|41,217|660|299|50|0|46|162|104|0|851|24|256|1,344|655|0|21|394|58|346|0|23|0|746|0|130|15|2,982
DATA|BX22|North Riverdale-Fieldston-Riverdale|***HOUSEHOLD BY TYPE|10,909|5,579|2,459|4,324|1,819|369|136|886|504|5,330|4,721|2,197|2,585|3,830|2.2|3.1|***RELATIONSHIP|23,492|10,909|4,329|6,476|635|1,143|591|***MARITAL STATUS|10,580|4,352|4,605|269|394|960|12,187|4,518|4,491|205|1,810|1,163|***GRANDPARENTS|212|35|0|27|0|8|35|29|35|***SCHOOL ENROLLMENT|7,284|571|160|1,907|963|3,683|***EDUCATIONAL ATTAINMENT|18,459|715|775|2,817|2,499|701|4,982|5,970|-|-|***VETERAN STATUS|21,937|1,386|***RESIDENCE 1 YEAR AGO|26,423|23,443|2,893|1,021|1,872|1,057|815|87|***PLACE OF BIRTH|26,839|21,425|20,499|16,395|4,104|926|5,414|***U.S. CITIZENSHIP STATUS|5,414|3,490|1,924|***YEAR OF ENTRY|6,340|926|0|926|5,414|45|5,369|***WORLD REGION OF BIRTH OF FOREIGN BORN|5,414|1,944|1,538|275|46|1,536|75|***LANGUAGE SPOKEN AT HOME|25,205|17,488|7,717|2,359|3,795|872|2,231|728|1,127|619|564|140|***ANCESTRY|26,839|713|181|88|5|399|818|311|62|1,569|510|546|5,005|2,325|127|160|1,455|123|2,134|81|261|42|184|114|100|43|531
DATA|BX28|Van Cortlandt Village|***HOUSEHOLD BY TYPE|17,347|11,616|5,841|4,950|2,217|1,208|513|5,458|3,111|5,731|4,874|1,579|6,730|3,623|2.8|3.4|***RELATIONSHIP|48,574|17,347|4,931|17,697|5,803|2,796|1,096|***MARITAL STATUS|17,683|8,266|6,632|904|310|1,571|22,302|9,912|6,174|1,703|1,747|2,766|***GRANDPARENTS|1,629|505|105|149|46|205|505|417|268|***SCHOOL ENROLLMENT|13,768|696|460|5,349|3,194|4,069|***EDUCATIONAL ATTAINMENT|31,784|4,480|4,074|8,905|5,889|2,378|3,988|2,070|-|-|***VETERAN STATUS|37,776|1,272|***RESIDENCE 1 YEAR AGO|49,152|43,955|4,584|2,746|1,838|1,277|561|613|***PLACE OF BIRTH|49,715|29,899|26,781|24,632|2,149|3,118|19,816|***U.S. CITIZENSHIP STATUS|19,816|9,377|10,439|***YEAR OF ENTRY|22,934|3,118|40|3,078|19,816|744|19,072|***WORLD REGION OF BIRTH OF FOREIGN BORN|19,816|1,773|1,578|2,331|0|14,103|31|***LANGUAGE SPOKEN AT HOME|46,384|13,856|32,528|12,908|26,225|10,586|2,243|1,017|1,229|684|2,831|621|***ANCESTRY|49,715|544|243|0|20|25|175|275|10|467|437|96|1,151|758|18|0|537|52|630|0|65|0|3,297|0|148|36|1,536
DATA|BX29|Spuyten Duyvil-Kingsbridge|***HOUSEHOLD BY TYPE|12,741|7,154|2,898|4,874|1,951|445|162|1,835|785|5,587|5,051|2,127|3,006|3,885|2.2|3.0|***RELATIONSHIP|28,650|12,741|4,855|8,209|1,450|1,395|543|***MARITAL STATUS|11,491|4,494|5,730|280|315|672|13,435|4,322|5,144|675|2,016|1,278|***GRANDPARENTS|284|89|21|7|61|0|89|48|71|***SCHOOL ENROLLMENT|6,695|525|368|2,174|1,094|2,534|***EDUCATIONAL ATTAINMENT|22,052|1,418|1,384|3,692|3,536|1,292|4,941|5,789|-|-|***VETERAN STATUS|24,299|1,563|***RESIDENCE 1 YEAR AGO|29,332|25,852|3,196|1,457|1,739|1,334|405|284|***PLACE OF BIRTH|29,848|21,052|19,428|15,908|3,520|1,624|8,796|***U.S. CITIZENSHIP STATUS|8,796|5,670|3,126|***YEAR OF ENTRY|10,420|1,624|0|1,624|8,796|241|8,555|***WORLD REGION OF BIRTH OF FOREIGN BORN|8,796|2,730|1,707|147|29|4,104|79|***LANGUAGE SPOKEN AT HOME|27,747|14,759|12,988|4,914|8,375|3,250|2,755|923|1,110|555|748|186|***ANCESTRY|29,848|948|415|47|13|153|794|191|11|1,614|216|245|2,829|1,686|49|50|1,019|32|1,702|53|100|11|159|94|354|40|669
DATA|BX08|West Farms-Bronx River|***HOUSEHOLD BY TYPE|11,448|7,915|4,490|3,108|1,477|1,007|411|3,800|2,602|3,533|2,932|1,137|5,152|2,382|3.1|3.7|***RELATIONSHIP|35,245|11,448|3,120|12,515|5,382|2,780|912|***MARITAL STATUS|12,951|6,563|4,595|425|264|1,104|14,178|6,621|4,197|832|1,167|1,361|***GRANDPARENTS|854|224|17|37|22|148|224|125|172|***SCHOOL ENROLLMENT|9,437|572|626|4,036|2,179|2,024|***EDUCATIONAL ATTAINMENT|21,547|3,870|3,971|6,195|3,285|1,150|2,182|894|-|-|***VETERAN STATUS|25,508|870|***RESIDENCE 1 YEAR AGO|34,620|30,817|3,586|2,747|839|718|121|217|***PLACE OF BIRTH|35,325|22,217|18,391|17,238|1,153|3,826|13,108|***U.S. CITIZENSHIP STATUS|13,108|4,474|8,634|***YEAR OF ENTRY|16,934|3,826|149|3,677|13,108|142|12,966|***WORLD REGION OF BIRTH OF FOREIGN BORN|13,108|208|836|1,052|10|10,980|22|***LANGUAGE SPOKEN AT HOME|32,044|10,515|21,529|10,993|19,153|9,669|1,372|784|166|114|838|426|***ANCESTRY|35,325|334|51|0|0|16|30|117|0|93|0|7|87|351|10|0|5|115|75|0|0|0|1,312|0|0|42|1,724
DATA|BX09|Soundview-Castle Hill-Clason Point-Harding Park|***HOUSEHOLD BY TYPE|18,657|12,938|6,313|4,616|1,802|1,508|666|6,814|3,845|5,719|5,037|2,094|7,310|5,329|2.9|3.5|***RELATIONSHIP|53,510|18,657|4,571|21,278|6,377|2,627|1,363|***MARITAL STATUS|18,498|9,731|5,945|917|502|1,403|24,730|12,145|5,791|1,676|2,293|2,825|***GRANDPARENTS|1,675|591|141|147|103|200|591|408|381|***SCHOOL ENROLLMENT|15,995|648|709|6,024|4,165|4,449|***EDUCATIONAL ATTAINMENT|34,057|3,941|5,536|10,129|6,068|2,673|3,942|1,768|-|-|***VETERAN STATUS|40,449|1,936|***RESIDENCE 1 YEAR AGO|53,296|48,838|4,019|2,977|1,042|701|341|439|***PLACE OF BIRTH|53,800|42,827|35,769|32,741|3,028|7,058|10,973|***U.S. CITIZENSHIP STATUS|10,973|6,570|4,403|***YEAR OF ENTRY|18,031|7,058|17|7,041|10,973|213|10,760|***WORLD REGION OF BIRTH OF FOREIGN BORN|10,973|115|426|1,476|0|8,948|8|***LANGUAGE SPOKEN AT HOME|50,522|23,152|27,370|8,067|25,013|7,542|628|125|220|76|1,509|324|***ANCESTRY|53,800|500|0|0|0|48|253|18|11|192|0|7|308|426|0|0|15|36|0|75|0|0|2,129|0|33|0|2,483
