DESC (0)|NTACODE (1)|NTANAME (2)|***EMPLOYMENT STATUS (3)|POPULATION 16 YEARS AND OVER (4)|   IN LABOR FORCE (5)|       CIVILIAN LABOR FORCE (6)|          EMPLOYED (7)|          UNEMPLOYED (8)|       ARMED FORCES (9)|   NOT IN LABOR FORCE (10)|CIVILIAN LABOR FORCE (11)|   UNEMPLOYMENT RATE (12)|FEMALES 16 YEARS AND OVER (13)|   IN LABOR FORCE (14)|      CIVILIAN LABOR FORCE (15)|        EMPLOYED (16)|OWN CHILDREN UNDER 6 YEARS (17)|      ALL PARENTS IN FAMILY IN LABOR FORCE (18)|OWN CHILDREN 6 TO 17 YEARS (19)|      ALL PARENTS IN FAMILY IN LABOR FORCE (20)|***OCCUPATION (21)|CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (22)|   MANAGEMENT, BUSINESS, SCIENCE, AND ARTS OCCUPATIONS (23)|   SERVICE OCCUPATIONS (24)|   SALES AND OFFICE OCCUPATIONS (25)|   NATURAL RESOURCES, CONSTRUCTION, AND MAINTENANCE OCCUPATIONS (26)|   PRODUCTION, TRANSPORTATION, AND MATERIAL MOVING OCCUPATIONS (27)|***INDUSTRY (28)|CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (29)|   AGRICULTURE, FORESTRY, FISHING, HUNTING, AND MINING (30)|   CONSTRUCTION (31)|   MANUFACTURING (32)|   WHOLESALE TRADE (33)|   RETAIL TRADE (34)|   TRANSPORTATION AND WAREHOUSING, AND UTILITIES (35)|   INFORMATION (36)|   FINANCE AND INSURANCE, AND REAL ESTATE AND RENTAL AND LEASING (37)|   PROFESSIONAL, SCIENTIFIC, AND MANAGEMENT, AND ADMINISTRATIVE AND WASTE MANAGEMENT SERVICES (38)|   EDUCATIONAL SERVICES, AND HEALTH CARE AND SOCIAL ASSISTANCE (39)|   ARTS, ENTERTAINMENT, AND RECREATION, AND ACCOMMODATION AND FOOD SERVICES (40)|   OTHER SERVICES, EXCEPT PUBLIC ADMINISTRATION (41)|   PUBLIC ADMINISTRATION (42)|***CLASS OF WORKER (43)|CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (44)|   PRIVATE WAGE AND SALARY WORKERS (45)|   GOVERNMENT WORKERS (46)|   SELF-EMPLOYED IN OWN NOT INCORPORATED BUSINESS WORKERS (47)|   UNPAID FAMILY WORKERS (48)|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) (49)|TOTAL HOUSEHOLDS (50)|   LESS THAN $10,000 (51)|   $10,000 TO $14,999 (52)|   $15,000 TO $24,999 (53)|   $25,000 TO $34,999 (54)|   $35,000 TO $49,999 (55)|   $50,000 TO $74,999 (56)|   $75,000 TO $99,999 (57)|   $100,000 TO $149,999 (58)|   $150,000 TO $199,999 (59)|   $200,000 OR MORE (60)|   WITH EARNINGS (61)|   WITH SOCIAL SECURITY (62)|   WITH RETIREMENT INCOME (63)|   WITH SUPPLEMENTAL SECURITY INCOME (64)|   WITH CASH PUBLIC ASSISTANCE INCOME (65)|   WITH FOOD STAMP/SNAP BNFTS IN THE PAST 12 MO (66)|FAMILIES (67)|   LESS THAN $10,000 (68)|   $10,000 TO $14,999 (69)|   $15,000 TO $24,999 (70)|   $25,000 TO $34,999 (71)|   $35,000 TO $49,999 (72)|   $50,000 TO $74,999 (73)|   $75,000 TO $99,999 (74)|   $100,000 TO $149,999 (75)|   $150,000 TO $199,999 (76)|   $200,000 OR MORE (77)|NONFAMILY HOUSEHOLDS (78)|***HEALTH INSURANCE COVERAGE (79)|CIVILIAN NONINSTITUTIONALIZED POPULATION (80)|   WITH HEALTH INSURANCE COVERAGE (81)|      WITH PRIVATE HEALTH INSURANCE (82)|      WITH PUBLIC COVERAGE (83)|   NO HEALTH INSURANCE COVERAGE (84)|CIVILIAN NONINSTITUTIONALIZED POPULATION UNDER 18 YEARS (85)|   NO HEALTH INSURANCE COVERAGE (86)|CIVILIAN NONINSTITUTIONALIZED POPULATION 18 TO 64 YEARS (87)|   IN LABOR FORCE: (88)|      EMPLOYED: (89)|         WITH HEALTH INSURANCE COVERAGE (90)|            WITH PRIVATE HEALTH INSURANCE (91)|            WITH PUBLIC COVERAGE (92)|         NO HEALTH INSURANCE COVERAGE (93)|      UNEMPLOYED: (94)|         WITH HEALTH INSURANCE COVERAGE (95)|           WITH PRIVATE HEALTH INSURANCE (96)|           WITH PUBLIC COVERAGE (97)|         NO HEALTH INSURANCE COVERAGE (98)|    NOT IN LABOR FORCE: (99)|        WITH HEALTH INSURANCE COVERAGE (100)|          WITH PRIVATE HEALTH INSURANCE (101)|          WITH PUBLIC COVERAGE (102)|        NO HEALTH INSURANCE COVERAGE (103)
DATA|MN17|Midtown-Midtown South|***EMPLOYMENT STATUS|26,630|19,233|19,233|17,906|1,327|0|7,397|19,233||13,228|8,441|8,441|7,714|952|464|618|431|***OCCUPATION|17,906|12,549|1,055|3,840|151|311|***INDUSTRY|17,906|32|137|950|526|1,131|249|1,159|4,894|4,160|2,334|1,434|568|332|***CLASS OF WORKER|17,906|15,452|1,023|1,431|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|15,964|1,398|770|857|834|1,345|1,082|859|2,546|1,773|4,500|13,430|2,650|1,058|383|314|1,051|4,653|163|121|187|165|378|146|244|689|467|2,093|11,311|***HEALTH INSURANCE COVERAGE|28,228|26,138|23,535|4,595|2,090|1,658|15|23,173|17,984|16,719|15,624|15,344|369|1,095|1,265|1,046|888|180|219|5,189|4,518|3,901|760|671
DATA|MN19|Turtle Bay-East Midtown|***EMPLOYMENT STATUS|44,787|34,121|34,100|32,369|1,731|21|10,666|34,100||24,555|17,058|17,058|15,982|2,167|1,341|1,482|895|***OCCUPATION|32,369|22,371|1,340|8,134|80|444|***INDUSTRY|32,369|0|233|863|1,031|2,184|454|2,250|8,973|8,009|3,933|1,996|1,001|1,442|***CLASS OF WORKER|32,369|27,489|2,562|2,242|76|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|29,094|1,302|504|1,436|1,251|1,911|3,136|3,694|4,849|2,674|8,337|24,421|6,903|3,635|367|279|345|9,162|214|39|92|156|313|464|623|1,533|989|4,739|19,932|***HEALTH INSURANCE COVERAGE|48,372|46,339|42,793|9,768|2,033|3,737|65|35,508|30,712|29,309|28,189|28,081|338|1,120|1,403|1,167|1,112|63|236|4,796|4,221|3,715|634|575
DATA|MN20|Murray Hill-Kips Bay|***EMPLOYMENT STATUS|45,613|33,784|33,784|31,959|1,825|0|11,829|33,784||24,860|17,638|17,638|16,713|2,019|1,223|1,987|1,167|***OCCUPATION|31,959|22,270|1,829|7,137|110|613|***INDUSTRY|31,959|15|169|1,319|779|2,053|345|2,664|6,980|7,712|5,434|2,165|1,260|1,064|***CLASS OF WORKER|31,959|27,909|2,301|1,749|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|26,173|1,691|1,042|1,397|1,086|2,089|3,638|2,873|4,706|2,279|5,372|21,881|4,628|2,412|733|298|888|7,280|279|221|266|275|402|422|483|1,330|854|2,748|18,893|***HEALTH INSURANCE COVERAGE|49,374|46,347|41,747|8,517|3,027|4,213|66|39,163|32,033|30,430|28,805|28,353|698|1,625|1,603|1,274|1,012|262|329|7,130|6,190|5,214|1,135|940
DATA|MN21|Gramercy|***EMPLOYMENT STATUS|24,642|18,684|18,674|16,922|1,752|10|5,958|18,674||13,928|10,295|10,295|9,317|741|460|705|426|***OCCUPATION|16,922|11,832|667|3,999|236|188|***INDUSTRY|16,922|0|281|441|495|1,537|173|1,748|3,438|4,483|2,580|958|517|271|***CLASS OF WORKER|16,922|14,891|792|1,214|25|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|14,877|1,012|350|715|624|1,093|2,038|1,744|2,625|1,810|2,866|12,360|2,652|1,362|283|318|761|3,612|134|14|125|90|160|276|402|726|524|1,161|11,265|***HEALTH INSURANCE COVERAGE|25,963|24,386|22,081|4,445|1,577|1,557|49|21,356|17,856|16,158|15,273|15,019|329|885|1,698|1,314|1,053|261|384|3,500|3,275|2,642|779|225
DATA|MN50|Stuyvesant Town-Cooper Village|***EMPLOYMENT STATUS|20,028|13,467|13,467|12,334|1,133|0|6,561|13,467||11,269|6,818|6,818|6,313|769|474|1,105|988|***OCCUPATION|12,334|8,516|600|3,065|49|104|***INDUSTRY|12,334|0|55|465|142|543|100|765|2,299|2,914|2,776|1,204|398|673|***CLASS OF WORKER|12,334|9,770|1,562|975|27|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|10,481|623|429|632|463|702|1,320|1,321|1,960|1,307|1,724|7,729|2,931|2,116|191|261|305|3,951|37|28|221|129|214|432|452|868|728|842|6,530|***HEALTH INSURANCE COVERAGE|21,864|20,294|18,779|4,594|1,570|1,889|100|16,195|12,997|11,922|11,579|11,565|90|343|1,075|712|651|164|363|3,198|2,434|2,102|503|764
DATA|MN12|Upper West Side|***EMPLOYMENT STATUS|116,232|81,327|81,289|76,267|5,022|38|34,905|81,289||63,256|41,341|41,341|38,825|8,601|5,360|12,075|8,097|***OCCUPATION|76,267|55,176|6,368|12,582|978|1,163|***INDUSTRY|76,267|92|736|1,913|1,688|3,451|1,032|5,631|12,705|17,125|19,546|6,930|3,100|2,318|***CLASS OF WORKER|76,267|60,199|6,550|9,379|139|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|66,941|5,522|2,752|3,966|3,753|5,190|7,957|6,151|10,206|6,099|15,345|54,203|16,149|8,838|2,818|1,162|4,589|27,834|1,075|496|1,179|1,274|1,411|2,152|2,027|4,414|3,331|10,475|39,107|***HEALTH INSURANCE COVERAGE|134,528|123,906|106,166|32,638|10,622|21,287|580|91,761|74,439|69,947|63,283|61,612|2,288|6,664|4,492|3,478|2,559|1,086|1,014|17,322|15,222|10,887|5,422|2,100
DATA|MN14|Lincoln Square|***EMPLOYMENT STATUS|51,920|36,465|36,465|34,085|2,380|0|15,455|36,465||27,518|17,469|17,469|16,277|4,937|2,763|3,698|2,239|***OCCUPATION|34,085|25,419|1,756|5,933|279|698|***INDUSTRY|34,085|0|328|1,141|819|1,446|330|2,482|8,572|7,109|6,990|2,928|1,175|765|***CLASS OF WORKER|34,085|28,416|2,030|3,587|52|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|32,169|1,968|1,254|1,916|1,414|1,833|3,518|3,022|4,479|3,539|9,226|25,904|7,795|3,851|537|451|949|12,290|378|177|463|374|264|1,022|741|1,718|1,385|5,768|19,879|***HEALTH INSURANCE COVERAGE|60,184|57,570|51,613|12,793|2,614|8,918|69|41,109|33,665|31,560|30,061|29,560|784|1,499|2,105|1,550|1,284|282|555|7,444|6,970|5,816|1,471|474
DATA|MN31|Lenox Hill-Roosevelt Island|***EMPLOYMENT STATUS|71,811|51,136|51,108|48,563|2,545|28|20,675|51,108||40,289|27,457|27,457|26,038|5,513|2,849|4,826|3,376|***OCCUPATION|48,563|33,562|2,190|11,664|404|743|***INDUSTRY|48,563|15|649|1,824|1,369|3,446|445|2,842|10,384|9,711|12,222|3,393|948|1,315|***CLASS OF WORKER|48,563|43,331|2,797|2,397|38|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|43,515|2,484|1,184|1,754|1,926|3,108|7,284|4,677|7,513|3,459|10,126|36,512|9,179|4,096|925|370|1,446|15,753|218|91|185|362|761|1,537|1,059|3,097|1,976|6,467|27,762|***HEALTH INSURANCE COVERAGE|79,212|74,607|68,060|14,706|4,605|10,411|359|56,469|47,094|44,869|42,584|42,100|823|2,285|2,225|1,396|1,113|297|829|9,375|8,395|7,127|1,645|980
DATA|MN32|Yorkville|***EMPLOYMENT STATUS|69,084|51,946|51,946|48,534|3,412|0|17,138|51,946||39,800|28,496|28,496|26,469|4,214|2,360|4,885|3,043|***OCCUPATION|48,534|33,320|2,613|10,916|481|1,204|***INDUSTRY|48,534|10|477|1,738|1,421|2,692|791|3,748|10,097|11,364|9,762|3,518|1,331|1,585|***CLASS OF WORKER|48,534|41,066|3,683|3,675|110|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|43,613|2,153|1,170|3,072|1,942|3,117|6,778|5,279|7,047|4,104|8,951|36,976|9,004|4,517|1,106|371|2,099|15,781|535|85|627|312|651|1,505|1,442|2,436|1,981|6,207|27,832|***HEALTH INSURANCE COVERAGE|77,257|71,353|64,301|14,458|5,904|9,232|185|56,312|48,298|45,091|41,845|41,313|871|3,246|3,207|1,938|1,710|331|1,269|8,014|6,940|5,743|1,558|1,074
DATA|MN40|Upper East Side-Carnegie Hill|***EMPLOYMENT STATUS|49,042|31,533|31,521|29,998|1,523|12|17,509|31,521||27,420|14,818|14,818|14,056|3,578|1,900|7,290|3,588|***OCCUPATION|29,998|21,933|1,600|5,988|254|223|***INDUSTRY|29,998|9|450|840|829|1,560|145|1,671|8,542|7,052|5,696|1,729|1,010|465|***CLASS OF WORKER|29,998|25,803|1,394|2,725|76|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|28,751|1,075|485|1,030|1,004|1,312|2,805|2,538|4,061|2,853|11,588|22,602|9,802|3,817|350|132|356|14,891|242|89|261|163|359|771|842|1,824|1,538|8,802|13,860|***HEALTH INSURANCE COVERAGE|58,822|57,265|52,084|15,426|1,557|10,915|116|33,313|26,034|24,719|23,868|23,614|443|851|1,315|1,106|912|227|209|7,279|6,901|6,399|845|378
DATA|MN04|Hamilton Heights|***EMPLOYMENT STATUS|42,024|27,651|27,605|24,380|3,225|46|14,373|27,605||22,400|13,605|13,605|12,316|3,282|1,917|6,733|4,699|***OCCUPATION|24,380|8,837|6,766|5,713|942|2,122|***INDUSTRY|24,380|49|606|874|388|2,420|1,130|1,244|1,634|3,121|6,406|4,231|1,427|850|***CLASS OF WORKER|24,380|19,592|3,004|1,784|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|18,678|2,821|1,349|2,420|2,142|2,667|2,971|1,600|1,498|519|691|14,591|4,522|1,919|1,582|840|5,510|9,900|1,096|564|1,383|1,183|1,633|1,402|804|916|410|509|8,778|***HEALTH INSURANCE COVERAGE|51,465|41,426|22,027|22,168|10,039|10,706|769|35,394|26,496|23,400|17,787|14,047|4,102|5,613|3,096|1,885|551|1,353|1,211|8,898|6,577|2,082|4,933|2,321
DATA|MN06|Manhattanville|***EMPLOYMENT STATUS|19,327|10,953|10,953|9,920|1,033|0|8,374|10,953||10,217|5,634|5,634|5,241|1,464|901|3,199|2,097|***OCCUPATION|9,920|2,704|3,274|2,379|285|1,278|***INDUSTRY|9,920|17|199|420|151|812|563|407|709|1,061|2,552|1,977|536|516|***CLASS OF WORKER|9,920|7,760|1,534|626|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|8,130|1,745|958|1,297|768|1,188|1,030|586|361|118|79|5,799|1,902|697|1,080|664|2,415|4,668|823|473|717|576|705|658|417|221|56|22|3,462|***HEALTH INSURANCE COVERAGE|23,802|19,110|8,143|12,292|4,692|5,171|214|16,011|10,759|9,739|6,692|4,997|1,900|3,047|1,020|641|206|442|379|5,252|4,260|993|3,457|992
DATA|MN09|Morningside Heights|***EMPLOYMENT STATUS|49,368|25,708|25,708|23,969|1,739|0|23,660|25,708||28,331|13,675|13,675|12,781|2,011|1,243|3,474|2,424|***OCCUPATION|23,969|15,721|3,094|3,794|416|944|***INDUSTRY|23,969|16|265|554|410|1,509|412|1,234|1,730|3,675|10,951|1,727|1,109|377|***CLASS OF WORKER|23,969|19,383|2,565|2,021|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|20,166|3,309|983|2,036|2,012|1,734|2,485|1,779|2,229|1,313|2,286|14,809|4,225|2,170|1,167|661|1,947|8,860|704|390|726|827|782|1,007|726|1,192|842|1,664|11,306|***HEALTH INSURANCE COVERAGE|53,927|49,487|39,876|12,781|4,440|5,827|109|42,323|24,350|22,701|20,876|19,336|1,878|1,825|1,649|1,212|925|287|437|17,973|16,008|12,610|3,552|1,965
DATA|MN03|Central Harlem North-Polo Grounds|***EMPLOYMENT STATUS|63,377|38,391|38,361|32,246|6,115|30|24,986|38,361||34,696|20,430|20,430|17,379|5,248|4,016|10,972|8,313|***OCCUPATION|32,246|12,561|7,182|8,650|1,251|2,602|***INDUSTRY|32,246|22|821|655|529|3,577|2,077|1,420|2,819|3,989|9,527|2,958|1,750|2,102|***CLASS OF WORKER|32,246|22,558|7,490|2,198|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|33,203|5,799|3,101|4,408|3,727|4,532|5,138|2,738|1,837|921|1,002|23,626|7,355|3,984|3,399|2,114|9,326|16,244|2,104|1,026|2,400|1,790|2,678|2,869|1,257|922|559|639|16,959|***HEALTH INSURANCE COVERAGE|77,884|65,945|36,190|35,948|11,939|17,331|1,128|52,087|37,102|31,199|25,199|20,684|5,250|6,000|5,903|4,061|1,415|2,772|1,842|14,985|12,067|3,477|9,614|2,918
DATA|MN11|Central Harlem South|***EMPLOYMENT STATUS|37,473|23,364|23,331|21,360|1,971|33|14,109|23,331||20,849|12,483|12,483|11,508|3,920|2,065|5,452|3,574|***OCCUPATION|21,360|10,295|4,369|4,654|293|1,749|***INDUSTRY|21,360|0|316|673|223|1,705|1,433|1,568|1,837|2,807|5,970|2,385|1,312|1,131|***CLASS OF WORKER|21,360|15,652|4,008|1,700|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|18,506|2,949|1,554|1,746|1,859|1,814|2,910|1,609|2,150|932|983|14,093|3,067|1,227|1,504|1,096|3,259|9,201|1,088|690|931|1,020|1,047|1,289|808|1,047|560|721|9,305|***HEALTH INSURANCE COVERAGE|46,458|40,948|25,818|17,439|5,510|10,137|416|32,528|22,741|20,809|18,058|15,882|2,456|2,751|1,932|1,434|575|945|498|9,787|8,000|2,961|5,345|1,787
DATA|MN33|East Harlem South|***EMPLOYMENT STATUS|49,391|29,164|29,164|25,853|3,311|0|20,227|29,164||26,635|14,781|14,781|13,091|3,957|2,747|6,918|4,731|***OCCUPATION|25,853|10,462|6,660|5,629|979|2,123|***INDUSTRY|25,853|8|627|725|381|2,401|1,123|926|2,535|2,906|8,346|3,364|1,555|956|***CLASS OF WORKER|25,853|21,629|3,085|1,139|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|22,874|3,248|2,468|3,041|2,636|2,443|3,138|1,721|2,428|617|1,134|16,445|6,014|2,540|2,532|1,713|5,675|12,506|1,258|913|1,931|1,846|1,377|1,897|905|1,294|309|776|10,368|***HEALTH INSURANCE COVERAGE|58,942|49,217|28,617|24,406|9,725|11,753|1,061|40,233|28,171|24,973|20,077|17,468|3,096|4,896|3,198|1,956|585|1,437|1,242|12,062|9,683|3,625|6,498|2,379
DATA|MN34|East Harlem North|***EMPLOYMENT STATUS|46,866|25,075|25,075|21,651|3,424|0|21,791|25,075||26,789|13,374|13,374|11,633|4,562|2,938|10,048|5,883|***OCCUPATION|21,651|6,473|7,158|5,772|682|1,566|***INDUSTRY|21,651|12|533|500|287|3,005|970|590|1,707|2,284|6,271|3,481|1,218|793|***CLASS OF WORKER|21,651|17,533|3,220|898|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|22,183|4,585|2,669|3,314|2,425|2,576|2,917|1,566|1,312|390|429|14,712|5,500|1,947|3,383|1,996|6,698|13,006|1,990|1,386|2,063|1,644|1,840|1,723|1,074|853|252|181|9,177|***HEALTH INSURANCE COVERAGE|60,016|49,451|23,371|30,993|10,565|15,534|647|38,093|24,387|21,145|15,108|12,008|3,905|6,037|3,242|2,018|681|1,679|1,224|13,706|11,204|2,940|8,933|2,502
DATA|MN01|Marble Hill2-Inwood|***EMPLOYMENT STATUS|40,593|28,578|28,572|24,433|4,139|6|12,015|28,572||21,025|13,546|13,546|11,425|3,623|2,681|6,791|5,697|***OCCUPATION|24,433|7,640|7,458|5,235|1,033|3,067|***INDUSTRY|24,433|24|482|1,499|417|3,092|1,087|1,012|1,379|2,353|6,938|3,334|2,141|675|***CLASS OF WORKER|24,433|20,270|2,716|1,426|21|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|18,168|1,886|1,389|2,726|2,223|2,585|3,144|1,885|1,515|475|340|14,803|3,793|1,645|2,097|913|6,034|10,790|858|999|1,866|1,468|1,578|1,664|925|938|304|190|7,378|***HEALTH INSURANCE COVERAGE|50,352|40,057|21,831|23,109|10,295|10,903|882|34,577|27,592|23,610|17,310|13,503|5,046|6,300|3,982|2,334|583|1,815|1,648|6,985|5,793|1,766|4,735|1,192
DATA|MN35|Washington Heights North|***EMPLOYMENT STATUS|59,616|39,663|39,528|33,794|5,734|135|19,953|39,528||32,422|20,216|20,216|17,312|4,285|3,143|8,281|6,588|***OCCUPATION|33,794|12,562|8,887|7,361|1,557|3,427|***INDUSTRY|33,794|19|1,022|1,787|813|3,057|940|1,210|3,408|3,659|9,752|5,027|2,369|731|***CLASS OF WORKER|33,794|27,811|4,030|1,935|18|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|25,490|2,900|1,667|3,167|2,763|3,354|4,035|3,027|2,585|1,013|979|20,673|6,293|2,662|2,413|820|7,422|14,239|875|915|2,193|1,713|1,848|2,190|1,564|1,495|639|807|11,251|***HEALTH INSURANCE COVERAGE|69,655|58,605|35,805|29,322|11,050|13,130|604|48,212|38,048|32,490|25,995|20,718|6,382|6,495|5,558|3,172|1,559|2,129|2,386|10,164|8,788|4,035|5,622|1,376
DATA|MN36|Washington Heights South|***EMPLOYMENT STATUS|75,530|48,204|48,192|40,806|7,386|12|27,326|48,192||37,671|21,569|21,569|18,494|5,031|3,316|10,117|7,502|***OCCUPATION|40,806|11,341|13,411|9,109|2,165|4,780|***INDUSTRY|40,806|46|1,497|2,308|855|5,308|2,064|1,262|2,590|3,927|10,680|6,334|2,932|1,003|***CLASS OF WORKER|40,806|34,077|3,873|2,805|51|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|29,283|4,447|2,386|3,907|3,711|3,928|4,615|2,817|2,121|681|670|22,338|8,560|3,035|4,221|1,500|11,001|16,495|1,354|1,122|2,709|2,189|2,586|2,841|1,571|1,284|559|280|12,788|***HEALTH INSURANCE COVERAGE|89,205|70,619|34,356|41,939|18,586|16,437|1,001|62,336|46,197|39,394|28,007|21,092|8,449|11,387|6,803|4,090|1,132|3,144|2,713|16,139|12,840|4,249|9,393|3,299
DATA|MN99|park-cemetery-etc-Manhattan|***EMPLOYMENT STATUS|1,472|265|265|114|151|0|1,207|265||264|54|54|40|0|0|0|0|***OCCUPATION|114|15|63|18|11|7|***INDUSTRY|114|3|4|4|5|7|6|0|0|23|20|38|4|0|***CLASS OF WORKER|114|100|14|0|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|***HEALTH INSURANCE COVERAGE|1,353|1,084|38|1,081|269|11|0|1,259|262|114|79|0|79|35|148|110|24|107|38|997|801|5|801|196
DATA|QN68|Queensbridge-Ravenswood-Long Island City|***EMPLOYMENT STATUS|14,480|9,211|9,195|7,807|1,388|16|5,269|9,195||7,909|4,795|4,779|4,063|1,288|727|3,086|2,133|***OCCUPATION|7,807|1,990|2,124|2,263|438|992|***INDUSTRY|7,807|25|391|357|211|1,129|508|201|526|851|1,655|998|647|308|***CLASS OF WORKER|7,807|5,988|1,344|475|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|7,283|1,366|850|1,208|735|739|1,106|611|400|165|103|5,300|1,656|668|560|654|2,414|4,382|593|393|772|548|478|764|371|256|127|80|2,901|***HEALTH INSURANCE COVERAGE|18,521|15,240|7,953|8,544|3,281|4,472|243|12,432|8,962|7,650|5,750|4,321|1,632|1,900|1,312|1,048|388|691|264|3,470|2,618|924|1,952|852
DATA|QN70|Astoria|***EMPLOYMENT STATUS|66,136|47,095|47,084|42,724|4,360|11|19,041|47,084||33,755|21,835|21,835|19,973|3,407|2,051|6,319|3,948|***OCCUPATION|42,724|17,315|9,185|10,090|2,998|3,136|***INDUSTRY|42,724|137|2,492|1,519|967|3,948|2,223|2,411|3,760|6,317|8,231|6,794|2,779|1,146|***CLASS OF WORKER|42,724|35,075|4,088|3,480|81|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|34,018|3,008|1,722|3,441|3,337|4,870|6,485|4,316|4,374|1,510|955|27,474|7,769|3,760|1,207|807|3,775|15,767|787|624|1,504|1,582|2,439|2,890|2,029|2,485|843|584|18,251|***HEALTH INSURANCE COVERAGE|75,138|61,212|43,976|23,091|13,926|10,106|475|55,267|45,790|41,501|32,249|28,968|3,733|9,252|4,289|2,437|1,516|1,174|1,852|9,477|7,288|4,090|3,699|2,189
DATA|QN71|Old Astoria|***EMPLOYMENT STATUS|22,605|15,819|15,809|14,231|1,578|10|6,786|15,809||11,001|6,703|6,703|5,891|1,697|893|2,586|1,570|***OCCUPATION|14,231|5,194|3,497|3,200|903|1,437|***INDUSTRY|14,231|9|933|689|348|1,621|518|747|1,212|1,550|2,537|2,826|812|429|***CLASS OF WORKER|14,231|11,913|1,568|732|18|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|10,958|1,109|584|1,316|1,396|1,502|1,728|1,155|1,260|507|401|9,002|2,120|828|619|337|1,600|5,784|306|198|692|850|1,013|897|543|732|317|236|5,174|***HEALTH INSURANCE COVERAGE|26,343|20,790|14,228|8,546|5,553|4,382|188|19,359|15,321|13,841|10,259|9,283|1,247|3,582|1,480|993|713|416|487|4,038|2,791|1,177|1,814|1,247
DATA|QN72|Steinway|***EMPLOYMENT STATUS|42,551|29,287|29,287|26,706|2,581|0|13,264|29,287||22,008|13,488|13,488|12,378|2,535|1,273|4,702|3,113|***OCCUPATION|26,706|10,975|5,577|6,295|2,031|1,828|***INDUSTRY|26,706|142|1,692|1,013|526|2,408|1,367|1,586|2,561|3,176|5,654|4,452|1,388|741|***CLASS OF WORKER|26,706|21,742|3,030|1,918|16|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|20,793|1,304|929|2,025|1,539|2,727|4,362|2,889|3,228|1,176|614|17,269|4,845|2,107|684|274|1,621|11,327|486|361|1,144|907|1,514|2,161|1,663|1,870|745|476|9,466|***HEALTH INSURANCE COVERAGE|48,996|40,568|30,579|13,688|8,428|7,318|379|35,247|28,261|25,824|20,807|19,098|2,006|5,017|2,437|1,361|1,036|394|1,076|6,986|5,095|3,121|2,320|1,891
DATA|QN99|park-cemetery-etc-Queens|***EMPLOYMENT STATUS|377|198|198|174|24|0|179|198||223|105|105|105|9|9|46|46|***OCCUPATION|174|72|37|28|37|0|***INDUSTRY|174|0|27|10|0|0|0|0|9|42|83|0|0|3|***CLASS OF WORKER|174|129|32|13|0|***INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)|162|0|26|20|0|22|11|26|53|4|0|102|60|25|0|0|0|97|0|0|4|0|9|11|26|43|4|0|65|***HEALTH INSURANCE COVERAGE|394|373|331|106|21|70|0|245|185|171|165|165|0|6|14|14|14|0|0|60|45|33|12|15
